accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.88,10.28,-5.85,-1.55,-0.42,-0.74
0.21,11.03,-3.63,-1.02,-0.16,-0.45
-0.58,8.83,-1.58,-0.92,-0.08,-0.47
1.56,8.8,-4.71,-0.02,0.07,-0.04
1.57,8.77,-4.67,-0.02,0.04,-0.02
2.21,7.89,-5.17,0.12,0.07,-0.03
1.56,6.81,-6.07,0.32,-0.03,0.07
2.1,3.88,-5.49,1.11,0.01,0.25
1.18,8.3,-6.76,0.84,0.1,0.21
3.03,6.81,-7.34,0.15,0.36,0.3
2.18,7.4,-7.22,-0.07,0.32,-0.18
3.18,9.26,-7.55,-0.21,0.21,-0.12
2.79,8.55,-0.15,-0.03,-0.03,-0.03
2.79,8.55,-0.15,-0.03,-0.03,-0.03
2.79,8.55,-0.15,-0.03,-0.03,-0.03
2.79,8.55,-0.15,-0.03,-0.03,-0.03
2.79,8.55,-0.15,-0.03,-0.03,-0.03
0.86,9.48,-1.32,-0.78,-0.13,-0.42
1.08,8.86,-4.51,-0.0,0.02,-0.03
1.12,8.93,-4.63,-0.02,0.0,-0.04
2.4,5.93,-7.0,0.6,0.14,0.19
-0.83,7.06,-3.04,1.04,0.04,-0.12
2.22,5.67,-4.68,0.38,0.56,-0.23
1.65,5.9,-7.13,1.28,0.27,0.13
2.86,5.16,-7.3,0.32,0.46,-0.17
2.89,7.93,-8.19,0.44,0.29,0.09
3.25,8.33,-8.45,-0.72,0.46,-0.13
3.25,8.33,-8.45,-0.72,0.46,-0.13
3.25,8.33,-8.45,-0.72,0.46,-0.13
3.25,8.33,-8.45,-0.72,0.46,-0.13
3.25,8.33,-8.45,-0.72,0.46,-0.13
3.25,8.33,-8.45,-0.72,0.46,-0.13
-0.17,9.12,-1.02,-0.39,-0.12,-0.18
1.06,8.51,-5.52,-0.01,0.02,-0.04
0.99,8.42,-5.56,0.01,0.02,-0.04
1.0,7.52,-6.16,0.12,0.04,-0.09
0.84,6.42,-6.74,0.7,-0.08,-0.18
1.97,4.61,-6.56,0.97,0.37,0.02
0.43,5.42,-6.53,1.22,0.53,0.15
1.36,6.18,-6.23,0.8,0.62,0.01
1.94,7.19,-8.69,-0.74,0.51,-0.35
1.94,7.19,-8.69,-0.74,0.51,-0.35
2.62,8.18,-6.73,-0.03,-0.03,-0.03
2.05,13.31,-8.28,-1.86,-0.42,-0.82
0.59,13.91,-4.24,-0.45,-0.27,-0.55
0.07,7.31,-2.87,-0.72,0.03,-0.15
0.07,7.31,-2.87,-0.72,0.03,-0.15
-0.27,9.41,-1.53,-0.43,0.03,-0.16
1.19,7.94,-6.01,0.12,0.09,-0.05
1.19,6.95,-6.81,0.4,0.17,-0.1
1.56,4.11,-7.06,0.93,0.21,0.0
1.41,3.67,-5.58,1.5,0.38,0.1
-0.02,7.9,-8.0,0.46,0.51,0.06
-0.02,7.9,-8.0,0.46,0.51,0.06
-0.02,7.9,-8.0,0.46,0.51,0.06
1.51,9.13,-7.67,-0.83,0.28,-0.44
1.43,13.72,-7.77,-1.5,-0.21,-0.6
0.34,12.29,-4.83,-0.3,-0.3,-0.51
-0.43,8.38,-2.2,-0.9,0.1,-0.21
-0.5,9.39,-1.71,-1.04,-0.1,-0.22
-0.5,9.39,-1.71,-1.04,-0.1,-0.22
-0.5,9.39,-1.71,-1.04,-0.1,-0.22
-0.12,9.89,-1.37,-0.12,-0.07,0.06
1.32,8.49,-5.59,-0.0,0.03,-0.05
1.5,7.52,-6.81,0.14,0.17,-0.04
1.24,5.35,-6.66,0.66,0.13,-0.08
1.73,3.72,-6.29,1.41,0.27,0.14
1.63,5.08,-7.81,1.41,0.42,0.04
1.69,7.56,-7.87,0.37,0.38,-0.06
1.69,7.56,-7.87,0.37,0.38,-0.06
2.7,7.85,-8.04,-0.62,0.3,-0.3
2.06,8.16,-7.99,-0.81,0.34,-0.39
2.34,12.35,-8.5,-1.57,-0.13,-0.65
0.32,12.99,-4.71,-0.61,-0.25,-0.39
-0.1,8.2,-2.76,-1.09,0.06,-0.35
-0.1,8.2,-2.76,-1.09,0.06,-0.35
-0.1,8.2,-2.76,-1.09,0.06,-0.35
-0.1,8.2,-2.76,-1.09,0.06,-0.35
