accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-0.05,8.25,-4.52,-0.0,0.49,-0.13
-0.58,8.03,-4.63,-0.13,0.23,-0.04
-0.03,6.77,-4.33,-0.33,0.1,-0.01
0.55,7.42,-3.74,0.02,0.21,-0.0
0.14,8.84,-3.69,-0.26,0.16,-0.12
-0.38,7.81,-1.98,-0.23,0.07,-0.16
2.82,3.97,-6.24,0.58,0.54,-0.01
9.61,9.2,-19.62,2.31,1.33,2.07
5.16,-9.21,-0.45,0.76,-0.98,-0.43
0.18,10.95,-10.8,1.78,0.2,1.12
5.87,3.23,-10.37,3.37,0.4,1.51
2.0,4.05,-6.32,2.61,-2.77,1.21
-3.97,-2.63,-10.83,1.03,-4.2,1.06
0.19,8.52,-5.48,-0.06,0.03,0.03
0.22,7.94,-4.8,-0.05,0.07,-0.08
0.55,8.39,-4.8,-0.18,0.01,0.11
1.53,7.74,-4.37,0.25,0.62,0.04
1.01,6.69,-4.4,0.32,0.19,0.24
1.04,7.09,-2.77,0.26,0.38,-0.12
-0.03,6.65,-3.45,-0.08,-0.15,0.16
2.79,2.67,-7.57,0.6,-0.41,0.81
17.69,19.62,-19.62,4.37,-0.46,4.37
0.26,-4.73,-3.2,4.37,-0.17,1.45
3.26,2.52,-4.24,1.53,-1.86,0.62
0.29,0.43,-12.78,1.8,-4.21,1.47
-8.6,-5.33,-12.76,1.07,-2.31,0.56
-7.23,-7.26,-7.3,-0.1,-2.23,0.32
-8.09,-5.77,-11.71,-0.18,-0.65,-0.24
0.31,8.79,-5.08,0.04,-0.05,0.16
0.7,8.73,-5.06,-0.0,0.03,0.17
0.85,8.21,-4.57,-0.17,-0.01,0.22
1.31,7.02,-4.3,-0.29,0.07,0.1
2.08,6.18,-4.31,0.04,0.3,0.13
0.17,9.6,-3.19,-0.23,0.5,-0.29
0.25,7.68,-2.56,0.07,0.14,-0.19
0.74,6.82,-2.03,0.35,0.06,-0.02
1.5,3.69,-7.0,1.53,-0.22,0.66
2.22,19.62,-13.19,-0.44,-1.19,0.03
-0.04,4.03,-4.91,4.37,-0.12,1.82
1.74,0.23,-5.39,1.49,-0.37,0.15
-1.09,3.56,-9.87,2.59,-1.69,1.26
0.49,-4.6,-11.15,0.6,-3.59,1.17
-8.26,-2.48,-6.79,1.04,-3.2,1.02
1.21,3.23,-4.14,0.16,0.05,-0.07
-0.15,13.09,-3.62,-0.91,-0.14,-0.17
0.57,7.53,0.12,-0.04,-0.11,0.01
1.28,8.05,-1.66,-0.15,0.3,-0.15
1.46,2.28,-9.53,1.44,0.34,0.67
-0.26,-5.23,-5.82,-1.12,-1.38,0.93
-0.78,4.8,-8.71,4.37,-1.53,1.88
3.53,-1.51,-4.46,1.54,-1.11,0.3
-4.84,7.36,-16.49,2.5,-3.76,0.88
-4.29,-11.83,-12.8,-0.51,-4.02,-0.63
-10.43,-1.33,-8.89,-0.29,-3.0,-0.38
-11.69,2.06,-7.87,0.88,-3.04,0.04
-7.47,-1.13,-0.18,0.09,1.07,0.31
-7.12,-0.14,-2.69,-0.36,-0.24,0.37
-10.34,0.06,-4.78,-0.25,0.01,0.35
1.14,11.54,-5.98,-0.09,-0.13,0.0
1.2,5.89,-2.7,0.68,0.32,-0.17
2.0,8.87,-5.44,-0.24,0.27,-0.04
0.88,6.34,-4.83,0.73,0.33,0.02
0.21,7.29,-3.4,-0.47,-0.25,-0.04
0.03,9.2,-2.83,-0.22,-0.05,0.14
2.44,6.13,-4.65,0.61,0.12,0.42
3.73,3.17,-11.33,1.68,0.29,0.58
-1.61,3.43,-9.05,-1.11,-3.22,-0.24
-1.87,9.27,-8.93,3.86,-1.21,1.52
2.06,4.55,-8.07,2.84,-1.79,0.61
-11.48,-4.24,-14.14,0.36,-4.37,1.6
-9.14,-1.74,-7.81,-0.04,-3.19,0.61
-14.69,-5.94,-5.91,0.38,-2.22,-1.19
-9.65,-2.02,-0.51,0.13,0.82,0.46
0.67,7.16,-5.29,-0.12,-0.12,0.02
1.05,5.56,-4.16,0.09,-0.09,0.28
-0.39,9.07,-4.69,0.29,-0.35,0.23
1.44,6.96,-3.49,0.08,-0.04,-0.15
1.18,4.96,-2.62,-0.6,-0.02,-0.18
1.28,2.47,-7.18,0.49,0.04,0.39
17.47,3.38,-19.62,3.24,1.41,1.81
7.74,-11.86,4.64,1.89,-0.77,-0.69
-2.49,6.54,-3.33,1.61,-1.0,0.67
-4.92,4.93,-12.55,1.6,-2.66,1.14
-1.67,-11.12,-18.77,0.4,-4.37,0.71
-19.25,-2.16,-6.16,-0.14,-3.89,-1.35
-10.82,-4.45,-5.69,0.63,-0.42,0.59
-5.3,-1.8,0.54,0.04,0.54,-0.03
-8.91,-1.38,-4.76,-0.9,0.33,0.61
1.77,6.15,-3.6,0.4,0.13,0.12
0.05,10.98,-4.22,-0.33,-0.13,-0.05
0.4,7.25,-2.15,-0.1,-0.14,-0.07
2.41,6.03,-4.03,0.37,0.35,0.27
7.19,2.75,-16.84,3.01,1.4,0.94
2.66,-9.9,-5.71,-1.42,-1.36,0.08
-2.88,8.43,-10.14,3.77,-1.32,1.01
2.31,3.44,-8.62,2.0,-1.93,0.52
-3.76,2.67,-7.39,1.88,-4.13,-0.17
-5.21,-9.11,-15.14,1.13,-3.57,-0.16
-13.61,-5.55,-7.18,0.08,-1.73,-1.22
-10.55,-4.1,-7.26,0.07,1.01,0.56
-6.88,-3.49,-2.23,0.13,0.52,-0.16
-6.24,-2.67,-7.24,-0.76,0.49,0.38
-8.22,-1.28,-8.96,-0.2,0.27,0.08
1.31,4.22,-3.72,0.19,0.12,-0.1
1.9,12.16,-3.59,0.1,0.63,-0.13
0.06,7.98,-1.69,-0.28,-0.16,-0.02
1.38,7.17,-2.1,-0.05,0.36,-0.09
0.96,3.68,-6.51,0.84,0.23,0.25
11.43,19.62,-19.62,2.19,-1.53,2.16
1.0,1.24,-1.39,4.27,-0.99,1.02
2.46,3.14,-3.97,1.44,-1.45,0.65
-2.53,6.92,-7.79,2.04,-2.0,0.56
-5.24,-6.34,-13.87,1.52,-4.37,1.42
-9.7,-3.29,-10.5,0.57,-1.68,-0.11
-11.89,-5.82,-7.48,0.29,-1.11,-0.17
-7.16,-2.83,-1.71,-0.04,0.7,-0.05
-6.54,-1.88,-5.4,-0.68,0.09,0.31
-8.99,-2.06,-8.89,-0.05,-0.11,0.24
1.81,6.17,-3.12,-0.11,-0.02,0.09
0.17,7.65,-2.39,-0.36,-0.02,-0.23
1.29,6.62,-1.63,-0.24,-0.01,-0.07
1.57,3.91,-8.37,0.88,-0.52,0.36
19.48,19.62,-19.62,3.53,-1.16,1.82
-3.01,0.79,4.19,3.61,-1.64,0.37
3.33,5.51,-4.74,0.76,-1.29,0.17
0.97,8.41,-9.13,2.23,-0.43,0.59
-0.53,3.9,-6.75,2.71,-1.66,-0.0
-7.52,1.62,-11.52,1.16,-3.39,0.04
-11.35,-1.37,-7.11,3.38,-3.5,0.26
-9.43,-6.67,-7.76,2.13,-1.64,-0.27
-7.84,-4.59,-3.12,-0.17,-0.3,0.14
-6.05,-1.92,-4.09,-0.7,0.76,-0.12
-7.62,-3.43,-7.31,-1.13,0.97,0.24
-0.19,6.99,-3.34,-0.2,-0.41,0.04
2.57,7.34,-3.81,-0.14,0.35,-0.23
-0.47,11.01,-3.73,0.11,0.52,-0.11
1.28,8.69,-2.18,-0.1,0.08,-0.16
0.53,7.24,-2.56,-0.43,0.01,-0.17
0.95,3.23,-6.67,1.29,0.11,0.56
14.66,19.62,-19.62,4.37,-1.26,2.18
2.03,-4.65,0.76,3.74,0.14,0.43
2.74,5.42,-5.48,0.46,-0.12,0.3
3.11,7.45,-8.81,3.35,0.58,1.46
1.05,2.28,-7.5,2.39,-2.83,0.89
-2.73,-7.26,-13.34,0.68,-4.35,1.96
-8.35,-10.66,-5.25,2.2,-3.42,-0.42
-13.0,-10.62,-11.26,0.73,-1.77,-0.09
-5.4,-4.92,-2.15,-0.62,0.27,-0.04
0.51,8.06,-4.62,0.04,-0.14,-0.05
1.21,8.1,-4.61,-0.13,-0.02,-0.07
0.89,5.5,-4.48,-0.26,0.26,0.12
1.53,9.04,-5.46,0.09,0.04,0.1
0.11,5.45,-3.64,-0.27,0.15,-0.3
0.98,7.11,-2.11,-0.22,0.17,-0.19
1.82,6.16,-5.9,0.77,0.17,0.37
13.46,19.62,-19.62,4.14,-1.11,2.3
-1.08,-4.48,0.56,4.37,-0.96,0.74
2.43,4.13,-5.52,0.85,-2.02,0.65
1.2,11.05,-9.61,3.28,-0.99,1.05
-7.81,-0.25,-13.48,1.51,-4.24,0.79
-3.68,-5.27,-8.32,1.53,-2.73,0.14
-14.7,-10.77,-10.16,1.66,-1.27,-1.35
-6.37,-1.98,-1.04,-0.15,0.71,-0.02
0.72,6.37,-4.3,-0.16,-0.03,0.15
1.69,5.3,-3.8,0.17,0.29,0.09
1.31,9.02,-3.87,0.02,0.45,-0.07
1.23,7.36,-1.89,-0.13,0.03,-0.03
1.48,7.94,-2.23,0.29,0.34,0.06
3.15,3.33,-7.84,1.22,0.29,0.6
11.17,19.62,-19.62,4.37,-1.52,2.81
1.02,-0.16,-1.91,4.37,-0.14,0.57
4.27,4.1,-7.11,1.25,-0.66,0.59
0.78,5.09,-8.46,2.29,-0.5,0.43
-2.2,-8.01,-15.69,0.76,-3.25,1.45
-5.18,-3.88,-9.7,1.02,-2.82,0.97
-8.05,-3.02,-14.4,0.81,-2.87,0.53
-7.02,-5.73,-3.37,0.11,-1.22,0.71
-6.69,-2.26,-2.17,-0.14,-0.09,0.29
0.2,7.76,-4.14,-0.14,-0.08,0.0
0.85,7.33,-4.0,-0.17,-0.2,0.1
1.64,5.45,-3.26,0.44,0.07,0.15
-0.49,9.47,-3.41,-0.37,-0.17,-0.13
0.0,0.0,0.0,0.0,0.0,0.0
1.28,6.81,-5.9,0.41,-0.36,0.12
6.71,4.89,-16.23,2.43,0.36,0.31
-2.8,-3.2,-5.39,-0.36,-1.26,-0.93
-0.43,8.89,-0.15,-0.03,-0.03,-0.03
1.23,3.08,-4.19,2.6,-1.87,0.39
-12.94,-2.18,-13.46,1.59,-4.37,0.47
-5.46,-6.01,-9.21,-1.04,-4.31,-1.21
-11.03,-3.85,-5.42,-0.15,0.85,0.57
-5.53,-1.22,-0.63,0.15,0.63,0.11
-5.76,-0.94,-2.74,-0.51,0.01,0.84
1.34,5.94,-3.29,0.21,-0.19,0.01
2.34,6.07,-5.48,-0.07,0.19,-0.25
0.63,8.47,-3.55,-0.38,0.32,-0.48
1.1,8.33,-3.89,0.39,0.44,-0.31
0.07,3.32,-7.76,0.81,1.24,-0.08
0.93,13.23,-10.86,-1.9,-3.42,-1.26
-3.07,-1.13,-6.32,4.37,-0.56,1.36
2.85,1.94,-0.54,1.26,-1.63,0.26
-9.41,2.55,-14.54,2.44,-4.31,0.93
-3.26,-9.81,-14.41,0.93,-3.51,-0.42
-12.11,-1.03,-13.11,2.66,-1.53,-0.82
-7.03,-3.86,-1.26,-0.32,1.69,0.86
-5.93,-1.69,-2.93,-0.2,0.01,0.13
-8.65,-2.51,-7.64,-0.34,0.41,0.68
-9.16,-2.39,-7.95,0.52,0.13,0.03
1.52,6.76,-2.35,0.11,-0.17,-0.02
2.36,5.56,-2.94,0.39,-0.22,0.15
-0.31,7.23,-4.42,-0.18,0.19,-0.26
-0.07,7.7,-2.18,-0.06,-0.24,0.31
-0.07,7.7,-2.18,-0.06,-0.24,0.31
3.63,19.62,-15.59,-0.09,-2.12,1.02
0.05,1.39,-4.47,4.37,1.21,0.99
5.25,0.59,-7.98,1.54,0.12,0.16
0.45,2.64,-7.6,2.11,-1.89,0.96
0.86,-4.49,-11.03,-0.82,-3.57,1.21
0.86,-4.49,-11.03,-0.82,-3.57,1.21
-11.81,-11.66,-9.09,1.18,-3.02,-0.02
-11.81,-11.66,-9.09,1.18,-3.02,-0.02
-11.81,-11.66,-9.09,1.18,-3.02,-0.02
-11.81,-11.66,-9.09,1.18,-3.02,-0.02
3.26,7.25,-3.56,0.07,0.33,-0.19
-0.17,8.22,-3.12,-0.01,0.08,-0.25
5.5,6.08,-6.29,0.73,0.52,-0.07
14.39,4.53,-19.62,2.71,0.41,2.07
1.04,-7.89,3.28,2.38,-1.41,0.21
-0.22,6.5,-6.32,1.25,-1.49,0.6
-0.91,8.17,-8.88,2.57,-1.42,0.88
-2.38,-9.02,-10.45,-0.12,-4.0,1.38
-8.85,-8.04,-12.6,0.3,-0.96,-0.7
-10.93,-7.05,-10.96,1.43,-1.26,-0.57
-6.61,-1.66,-2.63,-0.21,0.87,0.05
-5.93,-2.3,-6.0,-0.52,0.27,0.3
-6.43,-3.21,-10.04,-0.29,0.62,0.27
-6.7,-1.75,-9.07,0.39,-0.15,-0.14
-6.33,-2.53,-7.17,-0.13,-0.08,-0.12
